uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,Mappings|SAME-AS|PIH|Number,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|BROADER-THAN|CIEL,Mappings|SAME-AS|AMPATH,Mappings|NARROWER-THAN|AMPATH,Mappings|SAME-AS|ICD-10-WHO,Mappings|NARROWER-THAN|ICD-10-WHO,Mappings|BROADER-THAN|ICD-10-WHO,Mappings|SAME-AS|ICD-11-WHO,Mappings|NARROWER-THAN|ICD-11-WHO,Mappings|SAME-AS|LOINC,Mappings|NARROWER-THAN|LOINC,Mappings|BROADER-THAN|LOINC,Mappings|SAME-AS|org.openmrs.module.emrapi,Mappings|SAME-AS|RxNORM,Mappings|SAME-AS|SNOMED CT,Absolute high,Critical high,Normal high,Absolute low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
162753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Level of mobility,Mobility,,Question,Coded,Able to walk with assistance;Able to walk without assistance;Bedridden;Patient ambulatory;Physically able to work;Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159372AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Primary Care Clinic,PHC,Health care center which offers outpatient services.,Finding,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159260AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,vacuum extractor delivery,,,Diagnosis,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118159AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Forceps or Vacuum Extractor Delivery,,,Procedure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Delayed milestones,,Delay in a set of functional skills or age-specific tasks that most children can do by a certain age range.,Finding,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5621AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Other household member,,A general descriptive answer:  a patient's other household member which is not a family member.,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5619AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Health care provider,,A general descriptive answer:  a patient's health care provider.,Misc,Coded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5618AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Friend,,A general descriptive answer.. a patient's friend.,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"HIV disclosure to anyone, specific",,"Question on encounter form: ""Have you disclosed your HIV status to any of the following people?""",Question,Coded,Friend;Health care provider;Other family member;Other household member;Other non-coded;Partner or spouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5314AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Head circumference,HC,Measurement of the largest part of the infant's head (just above the eyebrow and ears) used to determine brain growth.,Finding,Numeric,,,,,,,,,,,,,,,,8287-5,,,,,,,,,,cm,,0,
1601AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,En route to health facility,,"Location where something may occur. For example, patient died en route to health facility rather than at the facility or at  home.",Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mother's name,,,Question,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Father's name,,,Question,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Child name,,Name of Child including first and last names,Question,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Home,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Location of birth,,The location where the baby was delivered.,Question,Coded,district hospital;En route to health facility;Health clinic/post;Home;Hospital;Other non-coded;Primary Care Clinic;Provincial hospital;sub-district hospital;Unknown,,,,,,,2368;6441,,,,,,,,,,,,,,,,,,,,,
1200AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Developmental exam findings,,Findings noted upon developmental evaluation.,Finding,Coded,Abnormal;Delayed milestones;Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cesarean section,,"A surgical incision through the abdominal wall and uterus, performed to deliver a fetus.",Procedure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Breech delivery,,Delivery of a fetus with the buttocks or feet appearing first.,Finding,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Spontaneous vaginal delivery,,Describes a routine fetal delivery through the vaginal tract which occured spontaneously.,Finding,Coded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Method of delivery,,Describes how a child was delivered during the birthing process.,Question,Coded,Breech delivery;Cesarean section;emergency caesarean section;Forceps delivery;Forceps or Vacuum Extractor Delivery;Other non-coded;Spontaneous vaginal delivery;Unknown;vacuum extractor delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV disclosure to anyone,,"Question on encounter form: ""Have you disclosed your HIV status to anyone?""",Question,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160480AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Government-run health clinic/facility,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c849633-3589-42c7-bcb1-b4af7ec392c5,,Chronically Ill,,Identified by observation and history taking,Symptom/Finding,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,In good health,good health,Overall assessment in health status: Good.,Finding,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ab0e5e3-fff7-4819-bd2e-4f070eedcd3d,,Family Members Health Status,,,Question,Coded,Chronically Ill;Dead;In good health,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165171AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Milligram per meter squared,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162778AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Powder for injection,Powd inj,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162772AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rectal solution,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162770AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral solution,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162771AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral tablet,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162474AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal suppository,Vaginal supp,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162472AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal ointment,Vaginal ont,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162470AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal foam,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162468AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Urethral suppository,Urethral supp,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162466AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Toothpaste,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162464AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Enteric-coated tablet,Tablet EC,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162460AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sublingual tablet,SL tab,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162458AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rectal suppository,Rectal supp,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162456AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rectal gel,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162454AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rectal cream,Rectal Cr,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162450AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Peritoneal dialysis solution,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162448AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Transdermal patch,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162446AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ear suspension,Otic susp,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162444AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral powder,Oral pwd,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162442AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral ointment,Oral ont,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162440AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral foam,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162438AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Eye suspension,Op Susp,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162436AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Eye gel,Op gel,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162434AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oil,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162432AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Nasal solution,Nasal sol,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162430AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Nasal gel,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162428AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mouthwash,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162426AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Irrigation solution,Irrig sol,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162424AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Inhalation powder,Inhl pwd,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162422AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Implant,,"Device, not procedure",Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162475AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal tablet,Vaginal tab,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162420AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gel,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal ring,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162418AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Foam,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162471AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal gel,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162416AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Douche,,"Form or object, not procedure",Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162469AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaginal cream,Vaginal cr,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162414AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Crystals,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162467AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Topical solution,Top sol,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162412AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Chewable tablet,Chew tab,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162465AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sustained-release tablet,Tablet SR,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162410AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sustained-release capsule,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162408AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cake,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162461AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Solution,Sol,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162406AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Buccal tablet,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162459AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Shampoo,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162404AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Beads,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162457AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rectal ointment,Rectal ont,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162455AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Rectal foam,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162453AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Powder suspension,Pwd susp,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162451AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pre-filled syringe,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162449AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pellet,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162447AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Paste,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162445AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ear solution,Otic sol,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral paste,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162441AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral gel,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162439AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral cream,Oral cr,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162437AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Eye irrigation solution,Op Sol,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vial,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162380AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tube,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162435AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Eye cream,Op Cr,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162378AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tablespoon,Tbsp,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162433AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Nasal spray,NASP,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162376AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Application,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162431AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Nasal ointment,Nasal ont,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162374AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Scoopful,Scoop,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162429AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oromucosal spray,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162372AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Puff,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162427AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lotion,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162370AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Patch,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162425AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Inhalation solution,Inhl sol,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162368AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Nebulizer,Neb,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162423AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Inhalation form,Inhl,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162366AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Microgram,mcg,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162421AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Granules,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Milliequivalent,MEq,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162419AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gas,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162362AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Kilogram,kg,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162417AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dry powder inhaler,DPI,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162360AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gum,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162415AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Disintegrating tablet,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162358AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fluid ounce,Oz,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162413AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cream,,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162356AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Drop,,Unit of measurement,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162411AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Chew gum,Gum,Drug form,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162354AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CAN,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162409AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Enteric-coated capsule,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sustained release buccal tablet,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162405AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Buccal film,,,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162383AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Biscuit wafer,Wafer,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Unit,U,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162379AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Teaspoon,Tsp,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162377AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Syringe,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162375AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Spray,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162373AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ring pessary,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162371AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pint,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162369AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pad,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162367AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Million units,MU,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162365AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Metric drop,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162363AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lozenge,,,Units of Measure,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162361AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Inch,in,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162359AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gallon,gal,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162357AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Enema,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162355AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Container,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162351AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Bar,,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162335AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ampule(s),Amp,A unit for dosing medications.,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162264AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,International units,IU,Unit of measurement,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162262AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Liter,L,"Unit of measurement, 1000 milliliters",Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162263AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Milliliter,mL,Unit of measurement 1/1000 of a liter,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161554AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gram,gm,Unit of measurement of mass,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161553AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Milligram,mg,Unit of measurement of mass,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160054AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Eye solution,Op sol,medication form used for documentation of medication administration or history,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Suspension for injection,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Oral suspension,Oral susp,Medication form created by suspending drug in liquid for oral consumption,Drug form,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Capsule,Cap,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ointment,Ont,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ophthalmic ointment,Op ont,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tablet,Tab,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Suppository,Supp,,Units of Measure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Solution for injection,Inj sol,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Packets,,Dispensing unit,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54bea05b-ccb7-457f-adda-3477c1ff69ec,,What to Do If One Forgets Dose,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c747f426-b251-4c21-aced-30e48fda4a19,,What Side Effects & How to Manage,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cf784f8-8995-4f0d-adf4-3a4911174548,,"Explain Dose, When to Take",,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd7af11-8660-44ed-82e2-d9c259d381d7,,Why Complete Adherence Needed,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
